academic_confidence,ambiguity_flag,career_priorities,constraints,curriculum_type,dataset_version,expected_prodi,free_text_goal_keywords,interest_deep_dive,interests,prodi_to_avoid,quality_flag,sample_id,score_advanced_math,score_anthropology,score_arts,score_bahasa,score_biology,score_chemistry,score_civics,score_economics,score_english,score_foreign_language,score_geography,score_history,score_indonesian,score_informatics,score_kesehatan,score_math,score_olahraga,score_paling_banyak_1_mata_pelajaran_pendukung_yang_relevan_dengan_program_studi_kependidikannya,score_pattern,score_pendidikan_jasmani,score_physics,score_pjok,score_religion,score_sastra_inggris,score_sociology,sma_track,source_type,target_cluster,target_kelompok_prodi,target_prodi,target_prodi_id,work_style
numbers/calculation,True,stable career|public service,balanced,K13 Bahasa,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Business|Design|Environment|Health,none,standard,S01289,72,78,76,,,65,84,79,91,74,96,76,78,85,,62,,,balanced,,93,70,73,,85,IPA,synthetic_v2,Ilmu Alam,Ilmu atau Sains Kebumian,Sains Atmosfer dan Keplanetan,P0098,lab work
numbers/calculation,False,public service|high salary potential,field-heavy,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,focused_average,S01290,81,,65,,62,67,86,79,73,,71,70,68,,,75,,,several strong subjects,,73,70,75,,77,Bahasa,synthetic_v2,Ilmu Terapan,Perencanaan Wilayah,Perencanaan Kota,P0178,lab work
balanced,False,stable career|research/innovation,field-heavy,K13 IPS,apti_dataset_v2,,Analyst Public Officer,communication_media|education|social_law_public,Media,none,standard,S01291,85,68,81,,71,69,63,60,74,70,74,68,79,68,,63,,,several strong subjects,,,83,72,,75,Bahasa,synthetic_v2,Ilmu Sosial,Ekonomi,Ekonomi Pembangunan,P0067,independent
social/human,False,research/innovation|stable career,theory-heavy,Kurikulum Merdeka,apti_dataset_v2,,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Technology,none,standard,S01292,83,81,84,,89,83,75,91,81,65,78,80,81,76,,85,,,several strong subjects,,87,76,82,,,IPA,synthetic_v2,Ilmu Formal,Logika,Logika,P0138,independent
social/human,False,stable career|high salary potential,practical/project-heavy,K13 Bahasa,apti_dataset_v2,,Ahli Gizi Nutritionist,engineering|hands_on|health_nutrition|helping_people|technology_digital,Engineering|Technology,none,standard,S01293,77,93,86,,99,93,82,,94,,77,69,69,91,,83,,,several strong subjects,,87,77,58,,85,IPA,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Gizi,Gizi,P0356,independent
creative/art,False,stable career|high salary potential,theory-heavy,K13 IPA,apti_dataset_v2,,Tourism Planner Hotel Manager,communication_media|engineering|hands_on|technology_digital|tourism_hospitality,Engineering|Media|Technology|Tourism,none,standard,S01294,84,71,74,69,67,,73,,88,83,74,75,63,89,,67,,,several strong subjects,,84,79,78,70,,Bahasa,synthetic_v2,Ilmu Terapan,Pariwisata,Manajemen Kuliner,P0425,teamwork
balanced,True,stable career|remote/digital work,balanced,K13 IPS,apti_dataset_v2,Akuntansi Keuangan,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Design|Education|Engineering|Technology,none,standard,S01295,73,80,70,,71,73,82,77,74,84,62,64,59,,,70,,,balanced,,,77,75,,74,IPA,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Akuntansi,Akuntansi Keuangan,P0194,teamwork
science/lab,False,public service|high salary potential,theory-heavy,K13 Bahasa,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S01296,76,68,59,,68,,63,68,67,73,59,,69,69,,64,,,several strong subjects,,76,80,66,,70,Merdeka,synthetic_v2,Ilmu Alam,Biofisika,Biofisika,P0112,teamwork
social/human,True,research/innovation|high salary potential,theory-heavy,Kurikulum Merdeka,apti_dataset_v2,Manajemen Sumber Daya Perairan,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Design|Education|Engineering|Technology,none,balanced_high,S01297,89,70,77,,,70,87,92,85,93,92,100,87,84,,78,,,balanced,,,76,83,,95,Bahasa,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Perikanan,Manajemen Sumber Daya Perairan,P0169,research-focused
language/writing,True,public service|helping people,theory-heavy,K13 Bahasa,apti_dataset_v2,Keamanan Nasional,Analyst Public Officer,communication_media|education|social_law_public,Education|Media|Social,none,standard,S01298,82,80,94,,85,,94,93,81,74,80,79,92,85,,81,,,balanced,,85,99,93,,97,Merdeka,synthetic_v2,Ilmu Sosial,Pertahanan,Keamanan Nasional,P0080,independent
science/lab,False,helping people|stable career,lab-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01299,,67,60,,,66,66,81,70,72,,62,74,72,,82,,,several strong subjects,,,70,71,,76,Bahasa,synthetic_v2,Ilmu Terapan,Bisnis,Teknologi Finansial,P0226,field work
balanced,True,helping people|high salary potential,lab-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Education|Engineering|Technology,none,standard,S01300,98,78,86,,88,96,93,,85,74,72,71,82,89,,87,,,balanced,,86,86,87,,84,IPS,synthetic_v2,Ilmu Terapan,Sains Perkopian,Sains Perkopian,P0477,research-focused
creative/art,False,stable career|high salary potential,practical/project-heavy,K13 IPA,apti_dataset_v2,Administrasi Asuransi dan Aktuaria,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01301,70,72,67,,71,64,68,,61,68,79,68,59,78,,67,,,several strong subjects,,56,80,71,,74,Bahasa,synthetic_v2,Ilmu Terapan,Administrasi Bisnis,Administrasi Asuransi dan Aktuaria,P0220,lab work
science/lab,False,helping people|remote/digital work,practical/project-heavy,K13 Bahasa,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,focused_average,S01302,86,80,78,,76,,77,88,77,77,74,75,81,62,,73,,,several strong subjects,,,64,85,,64,IPA,synthetic_v2,Ilmu Alam,Fisika,Instrumentasi,P0116,independent
science/lab,False,stable career|public service,balanced,K13 IPS,apti_dataset_v2,Statistika Terapan,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Technology,none,standard,S01303,78,83,82,,94,73,86,80,90,72,76,76,72,82,,77,,,several strong subjects,,75,74,81,,77,IPA,synthetic_v2,Ilmu Formal,Matematika,Statistika Terapan,P0147,lab work
creative/art,True,public service|stable career,lab-heavy,K13 IPA,apti_dataset_v2,Kebidanan,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Social|Technology,none,standard,S01304,73,64,82,,90,85,69,74,71,69,71,80,75,83,,73,,,balanced,,75,81,64,,72,IPS,synthetic_v2,Ilmu Terapan,Kebidanan,Kebidanan,P0367,lab work
science/lab,False,helping people|research/innovation,lab-heavy,Kurikulum Merdeka,apti_dataset_v2,Big Data Analytics,Data Scientist Data Analyst,business_finance|engineering|hands_on|tech_ai_data|technology_digital,Business|Data / AI|Engineering|Technology,none,standard,S01305,80,82,77,,81,90,74,,82,83,67,76,79,75,,90,,,several strong subjects,,78,84,77,,81,IPS,synthetic_v2,Ilmu Terapan,Sains Data,Big Data Analytics,P0474,lab work
social/human,True,helping people|public service,lab-heavy,K13 IPA,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Business|Education|Environment|Health,none,standard,S01306,85,,80,,87,68,63,73,78,,72,59,70,70,,76,,,balanced,,80,73,80,,63,IPA,synthetic_v2,Ilmu Alam,Ilmu atau Sains Kelautan,Teknologi Kelautan,P0101,independent
science/lab,False,stable career|research/innovation,practical/project-heavy,Kurikulum Merdeka,apti_dataset_v2,Matematika,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Technology,none,standard,S01307,70,66,78,,64,67,72,59,58,,,58,74,54,,62,,,several strong subjects,,,67,77,,68,IPA,synthetic_v2,Ilmu Formal,Matematika,Matematika,P0140,lab work
balanced,False,stable career|public service,balanced,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,focused_average,S01308,,93,75,,,74,67,69,78,,59,69,80,84,,85,,,several strong subjects,,67,70,85,,61,Merdeka,synthetic_v2,Ilmu Terapan,Urusan Publik,Administrasi Publik,P0400,lab work
science/lab,False,stable career|remote/digital work,practical/project-heavy,K13 Bahasa,apti_dataset_v2,,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Technology,none,standard,S01309,,,56,,,,84,81,81,88,64,63,71,,,84,,,several strong subjects,,84,69,73,,83,IPA,synthetic_v2,Ilmu Formal,Matematika,Aktuaria,P0149,teamwork
language/writing,False,remote/digital work|research/innovation,practical/project-heavy,Kurikulum Merdeka,apti_dataset_v2,Akuntansi Syariah,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01310,84,83,84,,91,85,89,91,90,,85,88,85,88,,100,,,several strong subjects,,83,100,82,,77,IPS,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Akuntansi,Akuntansi Syariah,P0199,teamwork
language/writing,False,public service|research/innovation,balanced,K13 Bahasa,apti_dataset_v2,Psikologi Pendidikan,HR Specialist Counselor Assistant,communication_media|education|education_teaching|helping_people|social_law_public|social_psychology,Education|Media|Psychology,none,standard,S01311,76,78,69,,72,69,68,65,75,,65,69,78,78,,76,,,several strong subjects,,74,74,84,,79,IPA,synthetic_v2,Ilmu Sosial,Psikologi,Psikologi Pendidikan,P0083,teamwork
numbers/calculation,False,public service|helping people,field-heavy,K13 Bahasa,apti_dataset_v2,,Researcher Writer,communication_media|creative_design|language_culture,Design|Language|Media,none,balanced_high,S01312,85,90,83,,82,86,83,,91,81,91,94,93,71,,88,,,several strong subjects,,73,74,68,,,IPS,synthetic_v2,Humaniora,Susastra atau Sastra,Sastra Inggris,P0039,independent
numbers/calculation,False,stable career|public service,lab-heavy,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01313,82,75,70,,67,83,69,71,54,80,58,78,65,,,87,,,several strong subjects,,61,75,86,,68,IPS,synthetic_v2,Ilmu Terapan,Urusan Publik,Manajemen dan Kebijakan Publik,P0401,lab work
language/writing,True,research/innovation|helping people,theory-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Design|Education|Engineering|Technology,none,standard,S01314,68,58,80,,71,57,74,,62,75,65,,81,,,69,,,balanced,,51,68,76,,61,Bahasa,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Perikanan,Budidaya Perairan,P0168,independent
social/human,False,stable career|public service,practical/project-heavy,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01315,93,89,95,,75,79,80,93,86,,93,92,77,81,,96,,,several strong subjects,,100,87,91,,88,IPS,synthetic_v2,Ilmu Terapan,Urusan Publik,Ilmu Pemerintahan,P0399,teamwork
science/lab,False,helping people|research/innovation,practical/project-heavy,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01316,,70,58,,77,65,76,73,58,,60,,69,80,,75,,,several strong subjects,,,70,65,,78,Merdeka,synthetic_v2,Ilmu Terapan,Studi Humanitas,Pastoral,P0485,lab work
numbers/calculation,True,stable career|helping people,practical/project-heavy,K13 IPS,apti_dataset_v2,Pendidikan Sejarah,Teacher Curriculum Developer,communication_media|creative_design|education_teaching|helping_people|language_culture,Business|Design|Education|Language|Media,none,standard,S01317,78,64,76,,79,70,52,,72,,66,89,98,78,,72,,,balanced,,85,73,71,,,IPA,synthetic_v2,Humaniora,Sejarah,Pendidikan Sejarah,P0021,field work
science/lab,False,remote/digital work|research/innovation,lab-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01318,73,77,77,,79,75,80,75,64,85,,66,54,78,,96,,,several strong subjects,,97,82,67,,77,IPS,synthetic_v2,Ilmu Terapan,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Penginderaan Jauh,P0453,research-focused
numbers/calculation,False,research/innovation|helping people,theory-heavy,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01319,76,74,80,,72,92,73,69,80,67,,,68,,,87,,,several strong subjects,,86,56,80,,74,Merdeka,synthetic_v2,Ilmu Terapan,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Teknologi Pangan,P0465,research-focused
science/lab,False,remote/digital work|high salary potential,balanced,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01320,,75,79,,84,,68,93,71,,79,82,73,71,,76,,,several strong subjects,,71,78,90,,69,Merdeka,synthetic_v2,Ilmu Terapan,Administrasi Bisnis,Administrasi Perkantoran,P0219,lab work
science/lab,False,research/innovation|stable career,field-heavy,K13 IPS,apti_dataset_v2,,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Technology,none,standard,S01321,96,69,65,,84,,74,62,72,73,,72,68,68,,72,,,several strong subjects,,66,56,72,,79,Merdeka,synthetic_v2,Ilmu Formal,Komputer,Kecerdasan Buatan,P0128,research-focused
language/writing,False,stable career|remote/digital work,balanced,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,balanced_high,S01322,75,,89,,93,91,74,82,84,,82,82,89,97,,90,,,several strong subjects,,90,83,94,,92,IPS,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Kedokteran,Ilmu Kedokteran,P0347,teamwork
social/human,False,stable career|helping people,practical/project-heavy,K13 IPS,apti_dataset_v2,,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Technology,none,focused_average,S01323,66,76,72,,78,74,78,78,77,72,80,81,69,72,,96,,,several strong subjects,,75,68,74,,73,Merdeka,synthetic_v2,Ilmu Formal,Matematika,Statistika Bisnis,P0148,research-focused
science/lab,False,research/innovation|remote/digital work,balanced,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01324,,,77,,83,62,67,71,81,,75,83,67,74,,72,,,several strong subjects,,80,77,73,,,IPA,synthetic_v2,Ilmu Terapan,Kesehatan,Audiologi,P0377,field work
science/lab,False,research/innovation|stable career,balanced,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01325,,60,78,,,91,85,87,73,78,77,64,88,90,,74,,,several strong subjects,,,75,87,,71,Merdeka,synthetic_v2,Ilmu Terapan,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Teknologi Hasil Pertanian,P0466,lab work
language/writing,True,helping people|stable career,balanced,K13 Bahasa,apti_dataset_v2,,Researcher Writer,communication_media|creative_design|language_culture,Business|Design|Language|Media|Social,none,focused_average,S01326,92,79,76,,,,74,78,68,81,72,60,81,77,,63,,,balanced,,69,68,77,,81,Merdeka,synthetic_v2,Humaniora,Susastra atau Sastra,Bahasa dan Sastra Arab,P0052,lab work
language/writing,True,research/innovation|public service,practical/project-heavy,K13 IPA,apti_dataset_v2,,Engineer Project Engineer,engineering|environment_field|hands_on|health_life_science|research_analysis,Business|Design|Engineering|Environment|Health,none,standard,S01327,89,76,89,,72,89,93,,77,91,91,80,83,80,,87,,,balanced,,85,80,78,,89,IPA,synthetic_v2,Ilmu Alam,Ilmu atau Sains Kebumian,Teknik Geofisika,P0093,field work
numbers/calculation,False,research/innovation|public service,practical/project-heavy,K13 IPS,apti_dataset_v2,Seni Patung,Researcher Writer,communication_media|creative_design|language_culture,Design|Language|Media,none,standard,S01328,80,60,92,,72,65,79,75,73,78,,68,69,,,77,,,several strong subjects,,85,82,73,,58,Bahasa,synthetic_v2,Humaniora,Seni,Seni Patung,P0004,lab work
science/lab,False,research/innovation|remote/digital work,field-heavy,Kurikulum Merdeka,apti_dataset_v2,Pendidikan Kepelatihan Olahraga,Teacher Curriculum Developer,education_teaching|engineering|hands_on|helping_people|technology_digital,Education|Engineering|Technology,none,standard,S01329,79,79,77,,81,79,74,79,84,78,87,,83,84,83,86,80,,several strong subjects,84,91,93,73,,85,Bahasa,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Keolahragaan,Pendidikan Kepelatihan Olahraga,P0411,lab work
social/human,True,public service|remote/digital work,lab-heavy,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Business|Engineering|Technology,none,standard,S01330,65,74,80,,92,70,79,66,70,78,76,,76,58,,62,,,balanced,,,76,80,,75,Bahasa,synthetic_v2,Ilmu Terapan,Peternakan,Sosial Ekonomi Peternakan,P0166,research-focused
language/writing,False,helping people|high salary potential,theory-heavy,Kurikulum Merdeka,apti_dataset_v2,,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Technology,none,standard,S01331,79,69,86,,73,66,74,69,76,72,52,63,73,76,,81,,,several strong subjects,,61,71,61,,74,IPS,synthetic_v2,Ilmu Formal,Matematika,Matematika Bisnis,P0144,independent
science/lab,False,stable career|helping people,balanced,K13 IPS,apti_dataset_v2,,Analyst Public Officer,communication_media|education|social_law_public,Media,none,standard,S01332,79,80,85,,80,89,100,82,87,84,86,77,73,72,,99,,,several strong subjects,,82,82,82,,,IPS,synthetic_v2,Ilmu Sosial,Pertahanan,Manajemen Pertahanan,P0078,lab work
social/human,False,remote/digital work|stable career,field-heavy,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01333,66,64,67,,78,67,67,,68,,63,76,57,68,,76,,,several strong subjects,,72,66,64,,66,IPS,synthetic_v2,Ilmu Terapan,Administrasi Bisnis,Administrasi Asuransi dan Aktuaria,P0220,research-focused
language/writing,False,helping people|research/innovation,theory-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S01334,72,74,83,,86,77,72,77,79,77,73,85,68,87,76,83,75,,several strong subjects,78,85,95,77,,,Bahasa,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Keolahragaan,Olahraga Rekreasi,P0413,independent
